index,User,Tweet,Retweet count,Likes count,Tweet value
4120,0,incrível como esse video eh capaz de curar o coronavirus https://t.co/8pbIjq8Qny,4289,16505,128.96
4121,0,Texas A&amp;M confirms possible case of coronavirus: https://t.co/xB7277sNXZ #tamu https://t.co/kLAwQovih2,2855,3511,846.96
4122,0,"“Birx now becomes the third person to be designated as the administration’s primary coronavirus official.
 
Trump said that ‘Mike is going to be in charge.’ 

Pence said it will be Birx. 

Meanwhile, Azar remains chair of the coronavirus task force.” https://t.co/HEEOSll79j",2442,5570,18049.52
4123,1,"'s #SuicidePrevention resource for filmmakers aims to help everyone involved in the production of #suicide &amp; self-harm content for television, cinema &amp; theatre to maximize the positive impact of their work &amp; reduce the risk of potential harmful effects https://t.co/vdgRTKkvRx https://t.co/Ted11oSvlp",74,138,3221.14
4125,0,"CORONAVIRUS

preocuparse por la salud ❌

preocuparse por si te cancelan el viaje de vacaciones ✅",2404,10883,160.41
4126,0,"US coronavirus cases so far in March via @CNN:

3/1 - 89 cases
3/2 - 105 cases
3/3 - 125 cases
3/4 - 159 cases
3/5 - 227 cases
3/6 - 331 cases
3/7 - 444 cases
3/8 - 564 cases
3/9 - 728 cases
3/10 - 1,000 cases",2635,3882,119.29
4128,0,"Today, the Department of Health announced the first confirmed case of the 2019 novel #coronavirus in the Philippines. The patient is 38 years old from China. https://t.co/0qh7TMMMV8",6394,8693,131.82
4130,1,"Even in poor areas with limited resources, you can stay safe from #COVID19 with #safehands.
 Watch this African innovation in #Botswana🇧🇼 promoting hand washing. #WorldWaterDay
 https://t.co/ZgXjisRhIM",183,554,2684.28
4131,1,"@UNAIDS @WPRO @SEARO @_Europe @AFRO @EMRO @pahowho #Condoms, when used correctly and consistently, are safe and highly effective in: 
 🤰🏽 preventing unwanted pregnancy 
 🛡️ preventing sexually transmitted infections, including HIV
 
 #ValentinesDay https://t.co/q7pCz4WbPP",51,114,2928.31
4134,1,"The evidence is highly suggestive that the novel #coronavirus (2019-nCoV) outbreak is associated with exposures in a seafood market in #Wuhan, #China🇨🇳.
 The market was closed on 1 January 2020 https://t.co/eTffz8oyEa https://t.co/g1d7EI69aU",106,103,3221.14
4135,1,"@DrTedros "" is following this [new #coronavirus] outbreak every minute of every day, at country, regional &amp; global level.
 
 We are working to prevent human-to-human transmission""-@DrTedros",72,123,2440.26
4136,0,"Sí sí, pero el puto brócoli resiste.
#coronavirusEspana 
#COVID2019 #Espana 
#coronavirus #Panico https://t.co/a2cVwNjUWE",3825,13026,1.28
4137,0,"THANK YOU air traffic controllers, food inspectors, and mail carriers readying emergency plans to maintain essential services to serve US🇺🇸 as the #coronavirus spreads - and to the unions and advocates who give these workers a voice on the job. #1u https://t.co/S5wp4x5bQ4",1143,4184,299.81
4138,1,"""Although the number of nurses 🌍 increased by 4.7M between 2013 &amp; 2018, the world is facing a global shortfall of 5.9M nurses, especially in Africa, South East Asia, the Eastern Mediterranean &amp; some parts of Latin America""-@DrTedros #SupportNursesAndMidwives #WorldHealthDay",59,148,2440.25
4139,1,"""We’re very grateful for the way the private sector has stepped up to lend its support to the global response.
 Just in the past few days I’ve spoken with the @iccwbo, with many CEOs through the @wef &amp; with the “B20” group of business leaders from the @g20org countries""-@DrTedros",67,155,2440.25
4141,0,President @realDonaldTrump’s number one priority is to protect the health and well-being of the American people and we will continue to bring a government-wide response to the threat of Coronavirus.,2504,13761,7662.71
4145,1,"@DrTedros ""#Japan is in regular contact with other countries through a mechanism set up under the International Health Regulations, so those countries can follow up with their nationals who were passengers on the ship""-@DrTedros #COVID19 #coronavirus",31,40,2440.26
4146,0,Trump is on fox making shit up and saying the experts are wrong about the Coronavirus. We need to talk about this.,3177,15194,801.9
4147,0,"I went around the urban railways today amid Code Red #covid19 in PH.

I realized no matter how Filipinos would want to practice ‘social distancing’ to avoid #covid2019, workers do not have other options. https://t.co/rha4E7swSA",2169,6368,49.14
4148,0,Imágenes aéreas muestran la transformación de Wuhan: de capital del #coronavirus a ciudad fantasma. https://t.co/69mawlTo4u,2680,5666,4506.54
4149,0,"Brits stockpiling pasta, teabags and marmite, in response to #COVID19.

I’m curious as to what Americans are stockpi-

Oh. https://t.co/n2vCQPoKEl",2976,8909,274.39
4150,0,"I tweeted a link to an @nytimes #coronavirus tracker and some folks said they didn’t trust NY Times. So here is a tracker from Johns Hopkins University. The numbers are similar.

https://t.co/VpJxLxBRWh",3769,11551,2771.12
4151,1,"@DrTedros ""I salute all Commissioners for their dedication &amp; outstanding work. My deepest appreciation to the Co-Chairs: The Presidents of 🇫🇮, 🇱🇰 &amp; 🇺🇾, the Minister of Health of 🇷🇺, &amp; especially to @SaniaNishtar for leading &amp; guiding this process.
 
 It’s time to walk the talk!""-@DrTedros",22,76,2440.26
4152,0,"My friend is a respiratory nurse in a US urban hospital. A woman, recently returned from Italy, came in with all the symptoms of #COVID19. In order to test her, the doctors needed approval from the government. The Feds turned down their request. She was sent home.",11749,17546,28.69
4153,0,"Trump to Hannity on  saying coronavirus death rate is 3.4%: ""I think the 3.4% number is really a false number. Now this is just my hunch, but based on a lot of conversations ... personally, I'd say the number is way under 1%.""

Astoundingly irresponsible. https://t.co/uC9c03zX31",12200,39149,725.22
4154,0,"1. Trump looks heavily drugged, as if he’ll fall over mid-sentence discussing his coronavirus triumphs.
2. Pence serves up his usual stream of obsequious adoration for the unprecedented genius of Trump.
3. Dr. Tony Fauci, the silenced expert, tries desperately to maintain dignity",2588,8797,184.96
4156,1,"@DrTedros ""In 2% of reported #COVID19 cases, the virus is fatal &amp; the risk of death increases the older you are. We see relatively few cases among children. More research is needed to understand why.
 These new data address some of the gaps in our understanding, but others remain""-@DrTedros",127,173,2440.26
4157,0,"A council in Italy held a meeting regarding the Coronavirus, and #StupidLove accidentally started playing from someone's phone 😂 

You can watch the official video here (@ 22:56mins): https://t.co/vrX1TxLDBR https://t.co/jmg9OLMHcQ",4248,28419,159.42
4158,1,""" has published guidelines for health ministers, health system administrators &amp; other decision-makers, to help them provide life-saving treatment as health systems are challenged, without compromising the safety of #healthworkers""-@DrTedros #COVID19 #coronavirus",100,186,2440.25
4159,0,"[INFO] #IRENE donated ₩100,000,000 to the Social Welfare Community Chest of Daegu, her hometown, to help fight the coronavirus outbreak.

#REDVELVET @RVsmtown
https://t.co/NX1arSxelg https://t.co/ww2lzGaIEU",3982,8258,796.47
4160,0,"Mdr, y’a des mecs qui flippent du coronavirus alors qu’ils fument des meufs d’ici sans capote tous les week-ends. Les mecs... Come on...",2136,9098,121.45
4162,0,El resto del mundo nos contempla atónitos (y no les culpo) #coronavirus https://t.co/u0qx0cGSjV,1420,2908,5.65
4163,0,เชื่อมั่นในสาธารณสุขไทย ผมก็เชื่อมั่นครับ แต่ทำไม ทำไมต้องปล่อยให้คนเดินทางจากประเทศเสี่ยงเข้าไทยได้อย่างไม่จำกัด คัดกรองไม่ได้และไม่ต้องกักตัว สาธารณสุขไทยจะรับมือไหวหรือ เกิดปัญหาเป็นตัวอย่างก็เยอะแล้ว ผู้ป่วยเสียชีวิตก็มีแล้ว คิดกันจริงจังได้หรือยัง #COVID19 #ไวรัสโคโรน่า,5611,1784,684.76
4165,0,"In response to the coronavirus epidemic, China has:

-begun construction on two 1,000 bed hospitals, to be completed w/in two weeks
-isolated &amp; sequenced the virus genome &amp; made that info public
-begun developing a vaccine

Could the US have mobilized its resources in such a way?",2488,15961,50.95
4167,1,"""It is really important to make sure that all activities of the response are adequately funded at  &amp; key partners. Just to mention the donors so far &amp; to thank them: 🇺🇸, 🇬🇧, 🇳🇱,🇨🇿 , 🇯🇵, @gatesfoundation &amp; the @wellcometrust""-@DrTedros #2019nCoV",40,87,2440.26
4168,0,"The Times says Trump named Pence our coronavirus czar because he has “nothing else to do.” It’s true, Mike Pence doesn’t do much, but in his defense, he’s terrified of women, gay people, &amp; anyone who isn’t white, so he has to hide under his desk a lot.",5073,30536,3644.4
4169,1,"""During the most recent #Ebola epidemic, for example, some medicines that were thought to be effective were found not to be as effective as other medicines when they were compared during a clinical trial.
 
 We must follow the evidence. There are no shortcuts""-@DrTedros #COVID19",347,922,2440.25
4170,0,"Es la sanidad pública la que nos protege del #coronavirus
Esa sanidad pública que arrasa la derecha donde gobierna.
Para favorecer a la sanidad privada.
Esa sanidad privada que no está ni se la espera estos días.",1349,2962,114.35
4171,1,"""Less than 100 days since  was notified about the new #coronavirus, research has accelerated at incredible speed. 
 
 The viral genome was mapped in early January and shared globally, which enabled tests to be developed and vaccine research to start""-@DrTedros #COVID19",153,278,2440.25
4172,1,"@SEARO @AFRO @EMRO @_Europe @pahowho @WPRO People with hearing loss benefit from:
 ✔️ early identification
 ✔️ use of hearing aids
 ✔️ cochlear implants &amp; other assistive devices
 ✔️ captioning and sign language
 ✔️ other forms of educational &amp; social support
 https://t.co/581yAttd8H https://t.co/rYXc2jZLbv",74,149,3221.14
4175,0,We have coordinated with U.S. organizations to transport more humanitarian relief to people in Wuhan. Personal protective equipment and other medical supplies donated by these organizations can help save lives in #China and help protect people from the #coronavirus. https://t.co/57SN2TXfLP,4140,12308,3450.2
4176,1,"@DrTedros "" remains committed to equitable access to health products for populations that need them, and will work to ensure that access is always part of all R&amp;D efforts""-@DrTedros #2019nCoV",16,69,2440.28
4177,0,"84 new cases of Coronavirus in Korea

There are now 977 total cases in Korea

10 Coronavirus related deaths have been recorded https://t.co/VAXxElBRrR",8039,12469,749.94
4178,1,"@DrTedros "" is sending testing kits, masks, gloves, respirators &amp; gowns to countries in every region. However, the 🌍 is facing severe disruption in the market for personal protective equipment. Demand is up to 100x higher than normal &amp; prices are up to 20x higher""-@DrTedros #2019nCoV",99,143,2440.26
4179,0,"Tout le monde : évitons les rassemblements à cause du coronavirus. 😱😱😱

Les Bretons : https://t.co/VQI77GteED",16378,43252,39.96
4180,1,"""Thank you for your efforts to work with us to protect the health systems, #healthworkers and members of the general public who rely on our information systems and digital tools""-@DrTedros #COVID19 #coronaviru https://t.co/M11m4O5zF2",130,326,2684.28
4183,0,"China donated to Italy:

1,000 lung ventilators
50,000 swabs for #Coronavirus
20,000 protective suits
100,000 high-tech face masks
2 million ordinary medical face masks

🇨🇳❤🇮🇹

#Coranavirusitalia #COVID2019 https://t.co/Q7Wvtfd0h2",1911,5401,4.86
4185,0,"Why?
1. [GS] mentions in Davos that Trump will not be re-elected, the bubble is going to pop
2. Coronavirus timing [2020]?
3. Why is the MSM pushing coronavirus so hard?
4. Why are the same politicians who pushed Russia, Russia also pushing Coronavirus?",2351,4241,329.46
4186,0,"Primeros casos de coronavirus en Latinoamérica, pero hoy sale el nuevo álbum de Bad Bunny.

Dios aprieta pero no ahorca. https://t.co/N3NuG7AWGW",2092,7425,964.92
4187,0,Are you worried more about coronavirus or the general election?,2008,18780,2532.65
4189,0,"ptdrrrrr mais c’est des ouff les camerounais, il prépare du coronavirus wsh 💀 https://t.co/RrjE9cobUx",3294,7550,83.06
4191,0,El único miedo que tengo por el coronavirus es que le pase algo a mis abuelos sinceramente,1194,2468,1.3
4192,0,"""Estamos preparados para enfrentar al Coronavirus, tenemos la capacidad para hacerle frente.""

-@lopezobrador_ https://t.co/McwTINiMBM",5584,15837,536.65
4194,0,"EXO Lay has donated 20 million won to Hope Bridge to help support those affected by the Coronavirus outbreak

https://t.co/JmacfD4sia https://t.co/X1YAY2lvR5",15325,26786,899.92
4196,0,Pongan al coronavirus a testificar contra Uribe y verán que en una semana lo desaparecen de la faz de la tierra.,3859,12451,16.91
4197,1,"""To win, we need to attack the #coronavirus with aggressive and targeted tactics – testing every suspected #COVID19 case, isolating and caring for every confirmed case, and tracing and quarantining every close contact""-@DrTedros",262,394,2440.25
4198,0,"(Reuters) - The death toll from an outbreak of coronavirus in Italy has jumped by 168 to 631, an increase of 36%, the Civil Protection Agency said on Tuesday, the largest rise in absolute numbers since the contagion came to light on Feb. 21.

#covid19  https://t.co/mAz4aKOz3X",1470,2281,572.51
4199,1,"“We’re also working with our colleagues across the @UN system to support countries to develop their #COVID19 preparedness &amp; response plans, according to the 8 pillars.
  
 We have set up a partners platform to match country needs with contributions from donors.”-@DrTedros",55,116,2440.25
4200,1,"@DrTedros ""Fourth, we don’t even talk about containment for seasonal flu – it’s just not possible. But it is possible for #COVID19. We don’t bother with contact tracing for seasonal flu – but countries should do it for COVID-19, because it will prevent infections &amp; save lives""-@DrTedros",405,666,2440.25
4202,0,"Two people in Senator @marcorubio’s state have now died from the Coronavirus, but he is focused on being dramatic about setting your clocks forward. https://t.co/WFiUKWf430",4155,18313,2520.4
4204,1,"@DrMikeRyan 'In the last 24 hours #China has reported 1,820 laboratory-confirmed #COVID19 cases, bringing the total to 46,550""-@DrMikeRyan #coronavirus",73,96,2440.26
4205,0,"Trump sets new travel restrictions over coronavirus, considering southern border shutdown 
 https://t.co/qOPodKYCa2",2008,7365,2268.98
4206,0,South Korea has the ability to test #coronavirus on-site with rapid accurate results. Why isn’t the Trump/Pence Administration importing these tests now to ensure the health and safety...,2228,11495,1718.09
4207,1,Daily media briefing on #COVID19 with @DrTedros #coronavirus https://t.co/0MwL15ofKt,1190,1546,13421.41
4208,0,"【まるで731部隊】元国立感染症研究所員の岡田晴恵教授、#新型コロナウイルス（#COVID19）のPCR検査が一般病院に広がらない理由について「感染研OBが衛生研から上がるデータで自身の研究と業績に結び付けたいから止めている」と告発　#モーニングショー で
※分かりやすく編集しました https://t.co/dpzKO0c4zQ",3068,3793,59.03
4210,0,pero tranquilos q no hay nuevos casos de coronavirus https://t.co/UvpyVLUefb,5652,14957,1.62
4211,1,"When there are NO reported #COVID19 cases, to stop transmission &amp; prevent spread:
 🔬Test suspect cases per  case definition, contacts of confirmed cases; test patients identified through respiratory disease surveillance
 😷Prepare to treat patients; ready 🏥 for potential surge https://t.co/ppFOrrji59",99,137,2928.3
4212,0,te imaginas que suspendan las clases en la universidad por el coronavirus y estudies...... en la uned,1656,10835,2.76
4213,0,yo leyendo las noticias del coronavirus https://t.co/u9ViypA4Pn,2083,5046,816.68
4214,0,"Giornalismo di alto livello: 
Hanno chiesto ad una delle ricercatrici che ha isolato il coronavirus come fa a conciliare lavoro e famiglia

Visto che è una donna perché non chiederle anche se è scomodo usare il microscopio indossando i tacchi e se abbina il camice alle provette",1746,8834,39.93
4215,0,La France contre le coronavirus https://t.co/VBgh898ZJU,6380,14856,102.16
4216,0,Pedro Sánchez con el coronavirus no se anda con tonterías https://t.co/Eddit3DseX,1751,6958,95.92
4217,0,"El coronavirus vino en avión, se puede decir que es una enfermedad pasajera. https://t.co/pxQJAu2sMB",3960,31970,32.88
4219,0,"On #COVIDー19: If you want to do something useful today, go to Chinatown -- buy a meal, go shopping.  The virus attacks humans, not people of any ethnicity/race.  Fear is hurting Chinese-American owned businesses, baselessly.  Let's fight the disease AND let's fight prejudice.",1557,5905,322.26
4220,0,Credit where credit is due. Everyone should be working this way to combat the spread of Coronavirus rather to try to score cheap political points. https://t.co/5OANdy3grH,2169,9358,8877.61
4221,0,The President of the United States is playing golf today while a cruise ship full remains off the California coast because Trump doesn’t want to let Americans with Coronavirus into the country. “I don't need to have the numbers double because of one ship that wasn't our fault.”,11240,32130,1120.86
4226,0,"ขอนเเก่นคือยกเลิกเเล้ว แบบดี ดีมากๆๆ 
ชีวิตตัวเองรักษาไว้ก่อน 
#โควิค19  #COVIDー19 https://t.co/w8YT92lkoS",8781,1448,0.7
4227,0,"Coronavirus isn't the only thing to blame for today's 1000 point Dow drop.

It was only a matter of time before Trump's economic illiteracy and pointless trade wars pushed our economy over the edge.",3390,11332,1730.11
4228,1,""" has consolidated our guidance for countries in 4 categories:
 -with no #COVID19 cases
 -with sporadic cases
 -with clusters
 -with community transmission.
 
 For all countries, the aim is the same: stop transmission &amp; prevent the spread of the #coronavirus""-@DrTedros",136,198,2440.25
4229,1,"""We’re encouraged that many countries are now acting on the 8 pillars of ’s #COVID19 Strategic Preparedness and Response Plan. 
 
 Most countries now have a national plan; most are taking a multi-sectoral approach and most have laboratory testing capacity""-@DrTedros #coronavirus",145,299,2440.28
4230,1,"Risk communications should work with influencers in the community such as community leaders, religious leaders, women leaders &amp; local health workers to promote #COVID19 safe practices like hand washing, respiratory hygiene &amp; social distancing
 https://t.co/5pYKKfVY39
 #coronavirus https://t.co/LQZ2ZYla4O",83,202,3221.14
4231,0,"Heed the lesson of the 1918 Spanish Flu #pandemic that killed 50 million people worldwide and 675,000 in the United States: TELL THE TRUTH.

@realDonaldTrump’s LIES about the #CoronavirusOutbreak will literally cost lives.🤬

#coronavirus #COVID19 #Coronavid19 @thespybrief https://t.co/xXLBlHB9J3",1743,3260,654.59
4232,1,"@DrTedros @WPRO @SEARO @pahowho @EMRO @_Europe @AFRO Q: How does the International Health Regulations Emergency Committee work?
 A: https://t.co/1JuCwPTvoY
 
 #coronavirus https://t.co/YiGIqINQyj",28,49,3221.14
4233,1,"@SEARO @AFRO @EMRO @_Europe @pahowho @WPRO Doctors, nurses and midwives, do not be the source of stigma.
 
 Treat Sexually Transmitted Infections just like you would any other infection. 
 
 #ValentinesDay https://t.co/LbcTCa9AUE",65,175,2928.31
4234,0,"🇺🇸

OMG!

Pence, at corona virus press conference, wiped his nose with his hands then proceeded to shake everyone’s hands.

This ‘health expert’, who wanted to ""pray away"" a HIV epidemic, will now oversee the response...

#COVID19 #COVIDー19 #coronavirus 

https://t.co/ofPI7kcViz",1530,2347,639.46
4235,1,"“-Activate your emergency plans.
 -Educate your public, so that people know what the #COVID19 symptoms are &amp; know how to protect themselves and others.
 -Increase your testing capacity.
 -Get your hospitals ready.
 -Ensure essential supplies are available.”-@DrTedros",332,495,2440.25
4236,0,"A touching &amp; powerful photo of @VP @Mike_Pence &amp; the President’s Coronavirus Taskforce praying when they met last week in his office. Thank you VP Pence and each one who is serving. Let’s join them in asking God for His wisdom, direction, &amp; help in the response to this virus. https://t.co/9tbMhSWe7d",4843,20584,4857.71
4237,1,"""Instead of directing all our energy against the #COVID19 outbreak, stigma diverts our attention &amp; turns people against each other. 
 
 I will say it again: this is a time for solidarity, not stigma""-@DrTedros",45,114,2440.28
4238,0,right now some Deplorable with a persistent cough is driving a crappy car on crumbling roads past abandoned storefronts to a low-paying job and nodding his head in agreement as he hears on wingnut radio about how this 'coronavirus impeachment scam' is just another democrat hoax,2550,11116,517.76
4239,0,"China sigue demostrando porque es una potencia mundial: empezó a construir en tiempo récord un hospital para atender enfermos de Coronavirus, en Wuhan. Las autoridades dicen que el lugar, con mil camas, estará disponible a partir del próximo 3 de febrero. Es decir: ¡en 10 días! https://t.co/bln3VB0Bw3",1824,4197,130.2
4240,0,28 lagi kes hari ni. We are at 83 cases now. #Coronavirus https://t.co/pL5pKW535h,4746,2501,141.46
4241,0,รัฐบาลโดนฟาดหน้าไป 1 แมตช์ #COVID19 https://t.co/t8mlZCXfN2,7601,1259,153.06
4242,1,"Protect yourself &amp; others from getting sick:
 5⃣ Practice #FoodSafety 🍽 
 
 👉🏼 https://t.co/Dcv7C9iBGy
 
 #coronavirus https://t.co/8Fpsgjtop7",378,464,3221.14
4243,0,"Secretary Wilbur Ross says coronavirus will be good for [checks notes] American jobs: ""I think it will help to accelerate the return of jobs to North America."" https://t.co/Y4SbDIcTi4",3682,7009,725.22
4244,0,"Le meilleur lancement de reportage de l'année sur le #coronavirus 😂
@pernautjp https://t.co/BBW1TuiWqn",2442,5969,0.58
4245,1," does not recommend any specific health measures for travellers to and from Wuhan,#China🇨🇳
 
 It is generally considered that entry screening offers little benefit, while requiring considerable resources https://t.co/UU8IgFvjpn #coronavirus https://t.co/t2rFsX3cVy",424,351,2684.29
4246,0,GOP blocking coronavirus bill — because it limits how much drugmakers can charge for a vaccine https://t.co/eIkvU7QquQ,15939,19283,968.62
4247,0,"""I don't think the president knows what he's talking about -- once again,"" Pelosi on Trump saying Coronavirus is under control. https://t.co/SrTQziHTej",4213,17427,1023.78
4248,0,"196 new cases of Coronavirus in Korea 

There are now 6,284 total cases in Korea

There have been 42 deaths related to Coronavirus

108 patients have recovered and been discharged from the hospital, with 1 case of re-infection https://t.co/tSJvVF1lq6",2768,4821,749.94
4249,1,"@DrTedros @_AfricanUnion @NCDCgov ""Our biggest concern continues to be the potential for #COVID19 to spread in countries with weaker health systems. 
 
 In partnership with the @AfricaCDC, we’re working hard to prepare countries in Africa for the potential arrival of the virus""-@DrTedros #coronavirus",47,116,2440.26
4250,1,"@DrTedros @Presidence_RDC @UN ""This is a critical piece of information, because #healthworkers are the glue that holds the health system &amp; outbreak response together. We need to know more about this figure, including the time period &amp; circumstances in which the health workers became sick-@DrTedros #COVID19",18,36,2440.26
4251,1,"""We also welcome the Secretary-General’s call for a global ceasefire. We are all facing a common threat, and the only way to defeat it is by coming together as one humanity""-@DrTedros #COVID19 #coronavirus 
 https://t.co/X3gBe4X3R9",89,173,2684.28
4252,0,"Super Junior has donated 10,000 masks to the Community Chest of Korea 

Their donation will help youth and children's welfare facilities provide basic prevention measures due to Coronavirus 

https://t.co/6Qk1HUBFLJ https://t.co/tEHxM0ARai",3610,6831,899.92
4253,0,"If you’re in America and scared about the Wuhan coronavirus, but you haven’t gotten a flu shot and don’t know if your MMR vaccine is up to date, you might just be taking part in a racist social panic. Also go get your shots.",8072,36689,61.64
4254,1,"To support people with #disability, #HealthWorkers should: 
 ✅ Ensure #COVID19 health care is accessible, affordable and inclusive
 ✅ Deliver telehealth
 
 👉 https://t.co/EHftJVPWDt https://t.co/koSt8VatYh",174,436,3221.14
4255,1,"#Depression: persistent sadness, a loss of interest in activities that you normally enjoy, inability to carry out daily activities #LetsTalk https://t.co/Qk05dJfjDy",148,289,2928.31
4257,0,"I was really worried about the coronavirus. But now that Mike Pence is in charge, I can breathe a sigh of relief. Phew!",5193,49172,1860.01
4258,0,"Biggest cuts in HHS plan to transfer $ to coronavirus response:
- $37.4 million: Low Income Home Energy Assistance
- $12.3 million: National Cancer Institute
- $7.5 million: Centers for Medicare and Medicaid Services program management
- $7.3 million: National Institute on Aging",2578,1984,12.11
4259,1,"""81 countries have not reported any #COVID19 cases, and 57 countries have reported 10 cases or less.
 
 We cannot say this loudly enough, or clearly enough, or often enough: all countries can still change the course of this pandemic""-@DrTedros #coronavirus",4818,9193,2440.25
4260,0,"Note to @realDonaldTrump 
With COVID19 you can’t 
- declare bankruptcy
-settle out of court
- pay it to keep quiet
-hope it disappears in the spring
-ignore deaths
-claim it’s a hoax

#COVID19",4107,17930,698.32
4261,0,"DISINFECTING PUBLIC SPACES. Bawat isa sa 45 paaralan natin ay ididisinfect habang #walangpasok.

Key spaces like the Mega Market disinefected EVERYDAY.

Isa lang po ito sa precautionary measures natin laban #Covid19.

Fb live of Pasig Elem disinfecting: https://t.co/w35BFT19EF https://t.co/vO6lbBvyml",2863,20216,1004.55
4262,0,"The media told us we all gonna die from,
Y2K
Anthrax
West Nile
Sars
Bird flu
Ecoli
Recession
Swine flu
BP oil spill
Ebola
Measel
Isis
Zika
Russia
Trump's handling the Economy
Trump's dealing NK
Trump taking out terrorist's
Ukraine
And now coronavirus

THE MEDIA HAS 0 CREDIBILITY",2756,6878,77.44
4263,0,"Rush is saying something very interesting: Will the left eventually try and stop Trump, and even Bernie, from having rallies, using the coronavirus as an excuse? Is this an effort, in part, to stop, or at least lessen these rallies? Because the others can't draw flies to rallies",2426,5823,372.47
4264,0,"WATCH @kayleighmcenany: It's SAD that the Democrats are rooting for a stock market collapse over #Coronavirus just to hurt President @realDonaldTrump!

As President Trump said: We are totally ready, willing, and able to combat Coronavirus! https://t.co/iBSWH7d8hm",2293,7104,3537.08
4266,0,"NEWS: Rick Cotton, head of the Port Authority of New York and New Jersey, which runs NY’s airports, has tested positive for the new coronavirus, @NYGovCuomo announced.",1897,2593,89.66
4269,0,"Dear @realDonaldTrump: There are over 60 cases of #coronavirus in the US, not 15, including two new cases today in CA &amp; OR for which they can’t identify the cause. This suggests community spread.

CAN YOU PLEASE STOP LYING TO THE AMERICAN PEOPLE? LIVES ARE POTENTIALLY AT STAKE. https://t.co/rYadoC7XH5",15383,45748,2771.12
4270,0,「caarnivorous（肉食）の綴りを並び替えるとcoronavirus（コロナウイルス）」になる！これは偶然ではない！」と動物愛護団体PETAが勝利宣言。しかし読者に「PETAを並び替えるとPATE（肉を細かく刻みペーストにしたパテ）」になると早速ツッコまれてて笑った https://t.co/BU2uEjbdTm,2384,4754,48.46
4271,0,"Who would have ever thought that Chloroquine, of all drugs, would be the anti-viral drug for Coronavirus. Those medical researchers deserve a medal.",2941,8687,303.52
4272,0,The truth is that #COVID19 is dangerous. We can't ignore it. We can't wish it away. We have to call it as it is.,1802,9671,355.98
4273,0,The coronavirus got parents acting up lol https://t.co/addhN7HArG,5489,13040,60.19
4274,0,"Mientras seguís entretenido con los rugbiers y el coronavirus, te cuento que los docentes arreglaron un poco arriba del 10% la paritaria y arrancan las clases sin chistar. Ojalá coman arroz para siempre, canallas, hipócritas, burros.",2309,7168,117.74
4275,0,"จีน ไต้หวัน มาเก๊า ฮ่องกง 
เกาหลีใต้ ญี่ปุ่น 
เวียดนาม มาเลเซีย สิงคโปร์ 

เข้าสู่ phase 3 ของการระบาดแล้ว
คือมี local transmission 
(แพร่ระบาดในประชากรของประเทศนั้น) 

ขอให้งดเดินทางไปก่อนนะคะ 
บางบริษัทสั่งพักงานหลังเดินทางกลับมา 14 วันค่ะ 

#COVID19",23190,3255,58.98
4277,1,"On #WomensDay, we salute dedicated nurses and midwives like Ann-Marie Lawlee who provides much-needed care for many homeless people coming into Dublin’s St James’s Hospital in #Ireland.
 https://t.co/hBkBS2hWDF https://t.co/SUoAoxG7vN",75,305,3221.14
4278,0,Here’s HHS Secretary Azar claiming on Fox News that “nobody is trying to minimize” the public health threat posed by coronavirus six minutes before President Trump posted a tweet doing just that https://t.co/ThRGG2HE1A,2510,7341,725.22
4279,1,"Be safe from the #coronavirus:
 “It starts with your hands. Please wash your hands frequently with soap and water or an alcohol-based solution”-@Alissonbecker,  Goodwill Ambassador, @LFC goalkeeper #SafeHands https://t.co/O6NubAz9yo",303,712,2928.3
4280,0,"The coronavirus reminds us that we are all in this together. We cannot allow Americans to skip doctor's visits over outrageous bills.

Everyone should get the medical care they need without opening their wallet—as a matter of justice and public health. https://t.co/c4WQMDESHU",2572,11241,16969.33
4281,1,"The fund, the first-of-its-kind, enables private individuals, corporations &amp; institutions anywhere in the world to come together to directly contribute to #COVID19 🌏 response efforts &amp; has been created by the @unfoundation &amp; the Swiss Philanthropy Foundation, together with  https://t.co/j8frpwXHkg",234,495,2928.34
4282,0,imaginez a cause du coronavirus la fête des voisins est annulée.... putain je pourrais pas supporter,4980,13822,15.69
4284,0,"The new coronavirus is now in at least 75 countries, the World Health Organization says. More than 94,000 cases have been confirmed worldwide.

Despite that growth, the  director-general says: ""We can push this virus back.""
https://t.co/M6X5yy7cRj",1875,3237,15155.82
4285,0,"China is withholding critical info on the status of Coronavirus. This data is critical to understand how the virus spreads.

The president should be holding their feet to the fire, but is prioritizing his cozy relationship with foreign authoritarians over our public safety.",3124,7783,297.0
4286,1,"NEW:  interim guidance: 👩🏻‍⚕👨🏽‍⚕ Clinical management - how to care for patients with severe acute respiratory infection when novel #coronavirus (nCoV) infection is suspected 
 
 👉 https://t.co/XS6VNmuEIZ https://t.co/OgZi0Zjy0w",54,95,3221.14
4287,1,"It's #ValentinesDay, be healthy together:
 
 ♥️ Cook a healthy meal
 ♥️ Do physical activities together
 ♥️ Avoid harmful use of alcohol
 ♥️ Practice safe sex https://t.co/3FqAzuJH0l",628,1688,14641.54
4289,0,Does anyone think it’s weird that Trump is so offended by #COVIDー19. He thinks it’s a personal affront instead of a Public health emergency.,2215,14908,979.99
